date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2013-01-02,37.79483391417522,37.86283013544319,37.482059077714474,37.72003936767578,37.72003936767578,484200,0.0,0.0
2013-01-03,37.49565827724338,37.519456306211126,37.230479499091196,37.33246994018555,37.33246994018555,483200,0.0,0.0
2013-01-04,37.18628174910832,37.499059182706304,37.15568539455333,37.482059478759766,37.482059478759766,417600,0.0,0.0
2013-01-07,37.12848156698485,37.359663500946176,36.968693710509925,37.26787185668945,37.26787185668945,404800,0.0,0.0
2013-01-08,37.03329326550269,37.08428978145407,36.77491282012878,37.05029296875,37.05029296875,466400,0.0,0.0
2013-01-09,36.96529576055207,37.118282698559526,36.9278984923653,37.09788513183594,37.09788513183594,460400,0.0,0.0
2013-01-10,37.43446517062431,37.82883290147548,37.33247212975738,37.77103805541992,37.77103805541992,1177200,0.0,0.0
2013-01-11,37.98861957744984,38.01921852625084,37.784636096009066,37.971622467041016,37.971622467041016,518800,0.0,0.0
2013-01-14,37.83222805039357,37.9546186447367,37.60104610483325,37.944419860839844,37.944419860839844,1233000,0.0,0.0
2013-01-15,37.72003407542748,37.896821632129665,37.607844865209465,37.8934211730957,37.8934211730957,463000,0.0,0.0
2013-01-16,37.448058317373416,37.546650882478446,37.35966453593608,37.380062103271484,37.380062103271484,420000,0.0,0.0
2013-01-17,37.69624187314277,37.828831264256884,37.59085097092146,37.71324157714844,37.71324157714844,466200,0.0,0.0
2013-01-18,37.58404899606704,37.73703594209993,37.397062645324255,37.726837158203125,37.726837158203125,355200,0.0,0.0
2013-01-22,37.99542232938047,38.325196893948785,37.80163762359579,38.21300506591797,38.21300506591797,936000,0.0,0.0
2013-01-23,37.73023784598971,37.88662525219902,37.63504314353192,37.801631927490234,37.801631927490234,720600,0.0,0.0
2013-01-24,38.04788860055141,38.34029431542384,37.99152006803643,38.1289176940918,38.1289176940918,626000,1.9445,0.0
2013-01-25,38.88634688171263,38.974420690032346,38.727815101856876,38.84054946899414,38.84054946899414,694200,0.0,0.0
2013-01-28,38.79827300052696,38.80532041034693,38.46711730957031,38.46711730957031,38.46711730957031,528600,0.0,0.0
2013-01-29,38.727820237685414,38.8158940576849,38.646791140654024,38.8088493347168,38.8088493347168,710600,0.0,0.0
2013-01-30,38.75600544787933,38.9638583779902,38.63270263444071,38.67497634887695,38.67497634887695,935000,0.0,0.0
2013-01-31,38.76657288868972,38.88635199360669,38.55167255311546,38.583377838134766,38.583377838134766,607000,0.0,0.0
2013-02-01,38.44245894103828,38.713725102977094,38.37552198293153,38.61860656738281,38.61860656738281,767400,0.0,0.0
2013-02-04,37.48068785221588,37.51944054103807,36.67745518899082,36.77962112426758,36.77962112426758,1168000,0.0,0.0
2013-02-05,37.07906716694764,37.2587384587726,37.00860920707062,37.16714096069336,37.16714096069336,470800,0.0,0.0
2013-02-06,36.698598410256196,36.871225031438264,36.56120346706208,36.72325897216797,36.72325897216797,776200,0.0,0.0
2013-02-07,36.63166000641664,36.69859427389021,36.16663040006637,36.38505172729492,36.38505172729492,602000,0.0,0.0
2013-02-08,36.18776505895775,36.332204700027376,36.141964960633885,36.23356246948242,36.23356246948242,568200,0.0,0.0
2013-02-11,36.3357278736233,36.53301233182931,36.00809321964592,36.388572692871094,36.388572692871094,522600,0.0,0.0
2013-02-12,36.60699867320368,36.938154362005555,36.57176699993175,36.804283142089844,36.804283142089844,738200,0.0,0.0
2013-02-13,37.385575833681216,37.57933662371853,37.25170190797579,37.32568359375,37.32568359375,611800,0.0,0.0
2013-02-14,36.74439787270822,37.01566404898476,36.68802933915487,36.96634292602539,36.96634292602539,290400,0.0,0.0
2013-02-15,37.03327539887521,37.0579359573658,36.64574849716704,36.75143814086914,36.75143814086914,221200,0.0,0.0
2013-02-19,37.20237792972219,37.27988331491028,37.10373568959171,37.2728385925293,37.2728385925293,389000,0.0,0.0
2013-02-20,37.21294872043826,37.24818039797896,36.554158280101326,36.56120300292969,36.56120300292969,403600,0.0,0.0
2013-02-21,35.98343499853471,36.1490141886215,35.78967154464606,35.902408599853516,35.902408599853516,512600,0.0,0.0
2013-02-22,36.26527519738363,36.582338783529835,36.184246104342115,36.55767822265625,36.55767822265625,368000,0.0,0.0
2013-02-25,37.632180527617706,37.65684108893608,35.91650159995479,35.93764114379883,35.93764114379883,1140200,0.0,0.0
