date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2013-01-02,18.84567549002386,19.344137339349256,18.816917442750857,19.171592712402344,19.171592712402344,1315900,0.0,0.0
2013-01-03,19.171594302074983,19.30579487711888,19.09490799800051,19.16200828552246,19.16200828552246,1450600,0.0,0.0
2013-01-04,19.171592712402344,19.286623073148803,19.056562351655884,19.171592712402344,19.171592712402344,1083900,0.0,0.0
2013-01-07,19.13324845413743,19.171592516776844,18.644374453903694,18.692302703857422,18.692302703857422,953800,0.0,0.0
2013-01-08,18.692301848279154,18.759402126481294,17.95419513136471,18.19384002685547,18.19384002685547,1331000,0.0,0.0
2013-01-09,18.318457529160433,18.64437475344956,18.09798282213268,18.40472984313965,18.40472984313965,1070000,0.0,0.0
2013-01-10,18.40472999313416,18.40472999313416,17.81999582214193,18.23218536376953,18.23218536376953,1365800,0.0,0.0
2013-01-11,18.213013804043356,18.213013804043356,17.944610837147764,18.06922721862793,18.06922721862793,814100,0.0,0.0
2013-01-14,18.11715415366169,18.57727192487352,18.078811920233452,18.443071365356445,18.443071365356445,855100,0.0,0.0
2013-01-15,18.251357661389743,18.999048628399365,18.251357661389743,18.951120376586914,18.951120376586914,2097000,0.0,0.0
2013-01-16,18.788162958722186,18.90319150174482,18.16508650370335,18.337629318237305,18.337629318237305,1325000,0.0,0.0
2013-01-17,18.35679913534855,18.366385150834095,17.589936179960166,17.61869239807129,17.61869239807129,2143400,0.0,0.0
2013-01-18,17.791238062031717,17.87751037810848,17.302362213711927,17.589937210083008,17.589937210083008,1638400,0.0,0.0
2013-01-22,17.609107216925256,17.609107216925256,16.98602904395527,17.350290298461914,17.350290298461914,2774900,0.0,0.0
2013-01-23,17.484492849115203,17.484492849115203,17.168161633180468,17.235261917114258,17.235261917114258,2469400,0.0,0.0
2013-01-24,17.254434267559564,17.42697890277046,17.081889632348663,17.244848251342773,17.244848251342773,1731700,0.0,0.0
2013-01-25,17.244847934932203,17.494078866958844,17.148989602868784,17.29277801513672,17.29277801513672,1239400,0.0,0.0
2013-01-28,17.40780791691566,17.628280818119958,17.024376386919982,17.15857696533203,17.15857696533203,2235100,0.0,0.0
2013-01-29,16.046622969200328,16.54508482126927,15.528990913856093,15.682363510131836,15.682363510131836,7291200,0.0,0.0
2013-01-30,15.615262861419627,16.11372287344751,15.576918799077584,16.027450561523438,16.027450561523438,3231300,0.0,0.0
2013-01-31,16.008281630274933,16.477985461201534,15.998695613927982,16.36295509338379,16.36295509338379,2389400,0.0,0.0
2013-02-01,16.43005491606001,17.014789098312036,16.39171268009931,16.82307243347168,16.82307243347168,2823000,0.0,0.0
2013-02-04,16.775144329576456,16.775144329576456,16.267096443104855,16.410884857177734,16.410884857177734,1193100,0.0,0.0
2013-02-05,16.420468801831635,16.477984897947316,16.209581934444294,16.28626823425293,16.28626823425293,767000,0.0,0.0
