date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2021-06-29,28.0,29.989999771118164,22.700000762939453,23.520000457763672,23.520000457763672,2471400,0.0,0.0
2021-06-30,25.280000686645508,46.0,25.09000015258789,38.29999923706055,38.29999923706055,7265800,0.0,0.0
2021-07-01,34.0099983215332,39.5,30.299999237060547,32.56999969482422,32.56999969482422,1386800,0.0,0.0
2021-07-02,30.90999984741211,31.364999771118164,27.200000762939453,28.809999465942383,28.809999465942383,801700,0.0,0.0
2021-07-06,27.399999618530273,28.5,25.889999389648438,26.520000457763672,26.520000457763672,595000,0.0,0.0
2021-07-07,27.010000228881836,27.309999465942383,25.600000381469727,26.190000534057617,26.190000534057617,237100,0.0,0.0
2021-07-08,25.0,27.5,24.510000228881836,25.479999542236328,25.479999542236328,385800,0.0,0.0
2021-07-09,26.850000381469727,26.915000915527344,25.190000534057617,25.190000534057617,25.190000534057617,287300,0.0,0.0
2021-07-12,25.520000457763672,25.709999084472656,23.09000015258789,23.5,23.5,266700,0.0,0.0
2021-07-13,24.0,24.882999420166016,23.329999923706055,23.5,23.5,343300,0.0,0.0
2021-07-14,23.40999984741211,23.90999984741211,22.530000686645508,23.270000457763672,23.270000457763672,300700,0.0,0.0
2021-07-15,23.520000457763672,24.479999542236328,23.31999969482422,23.739999771118164,23.739999771118164,373100,0.0,0.0
2021-07-16,23.790000915527344,24.1200008392334,23.149999618530273,23.530000686645508,23.530000686645508,142000,0.0,0.0
2021-07-19,23.079999923706055,24.139999389648438,23.010000228881836,23.43000030517578,23.43000030517578,120100,0.0,0.0
2021-07-20,23.799999237060547,23.899999618530273,23.1200008392334,23.5,23.5,55800,0.0,0.0
2021-07-21,23.280000686645508,23.81999969482422,23.149999618530273,23.56999969482422,23.56999969482422,71100,0.0,0.0
2021-07-22,23.459999084472656,23.770000457763672,23.299999237060547,23.420000076293945,23.420000076293945,38900,0.0,0.0
2021-07-23,22.010000228881836,22.200000762939453,21.049999237060547,21.540000915527344,21.540000915527344,202600,0.0,0.0
2021-07-26,20.0,20.309999465942383,18.8700008392334,19.920000076293945,19.920000076293945,285500,0.0,0.0
2021-07-27,19.049999237060547,22.43000030517578,18.8799991607666,22.399999618530273,22.399999618530273,360700,0.0,0.0
2021-07-28,22.979999542236328,26.219999313354492,22.979999542236328,26.219999313354492,26.219999313354492,181300,0.0,0.0
2021-07-29,25.950000762939453,26.219999313354492,23.450000762939453,23.90999984741211,23.90999984741211,273700,0.0,0.0
2021-07-30,24.290000915527344,24.884000778198242,23.719999313354492,24.829999923706055,24.829999923706055,54900,0.0,0.0
